@relation satimage-weka.filters.unsupervised.instance.Resample-S1-Z80.0-no-replacement

@attribute Aattr numeric
@attribute Battr numeric
@attribute Cattr numeric
@attribute Dattr numeric
@attribute Eattr numeric
@attribute Fattr numeric
@attribute A1attr numeric
@attribute B2attr numeric
@attribute C3attr numeric
@attribute D4attr numeric
@attribute E5attr numeric
@attribute F6attr numeric
@attribute A7attr numeric
@attribute B8attr numeric
@attribute C9attr numeric
@attribute D10attr numeric
@attribute E11attr numeric
@attribute F12attr numeric
@attribute A13attr numeric
@attribute B14attr numeric
@attribute C15attr numeric
@attribute D16attr numeric
@attribute E17attr numeric
@attribute F18attr numeric
@attribute A19attr numeric
@attribute B20attr numeric
@attribute C21attr numeric
@attribute D22attr numeric
@attribute E23attr numeric
@attribute F24attr numeric
@attribute A25attr numeric
@attribute B26attr numeric
@attribute C27attr numeric
@attribute D28attr numeric
@attribute E29attr numeric
@attribute F30attr numeric
@attribute class {1.,2.,3.,4.,5.,7.}

@data
-0.176394,-0.375613,-1.519325,-1.301361,-0.158561,-0.360191,-1.326844,-1.293344,-0.141965,-0.170284,-1.073134,-1.07413,-0.241839,-0.546032,-1.578562,-1.460222,-0.22498,-0.356737,-1.384751,-1.029824,-0.210957,-0.168714,-0.893604,-1.020858,-0.159228,-0.45492,-1.216839,-1.351178,-0.144082,-0.268987,-1.0244,-1.187693,-0.128909,-0.432086,-0.774223,-0.971192,7.
1.661048,1.459872,1.184036,0.603635,1.684934,1.081707,0.8935,0.607303,1.713929,1.098182,0.910444,0.40102,1.449002,1.204523,0.641278,0.388501,1.178517,0.603749,0.349941,-0.136758,0.977819,0.399359,-0.116539,-0.339186,0.503487,0.071332,-0.554688,-0.771965,-0.366425,-0.268987,-1.263859,-1.135182,-0.651234,-0.607395,-1.912255,-1.496009,3.
-1.205362,-1.337058,-1.038727,-0.507613,-1.190918,-1.190375,-1.026798,-0.712591,-0.884323,-0.345245,-1.013025,-0.916079,-1.418077,-1.377545,-1.278584,-0.932016,-1.185267,-1.360882,-1.265117,-0.924758,-1.176837,-0.911579,-1.252249,-1.125731,-1.190116,-1.419717,-1.457622,-1.245867,-1.181682,-1.406983,-1.443454,-1.240204,-1.17356,-1.133319,-1.433084,-1.023674,5.
-0.911371,0.061407,-0.077532,0.021553,-1.190918,0.076748,0.173388,0.02655,-0.884323,0.267118,0.429577,0.032233,-1.197532,-0.020865,0.281304,-0.086885,-1.185267,-0.00747,0.050856,0.125908,-1.399733,-0.343506,-0.475184,-0.444059,-1.337386,-0.367211,-0.193515,-0.192752,-1.32991,-0.487833,-0.605346,-0.40003,-1.322796,-0.651222,-0.834119,-0.603821,1.
-0.102897,0.323619,0.282916,0.286136,-0.084821,0.338911,0.293407,0.132141,-0.067729,0.179637,0.30936,0.295652,0.419794,0.329246,0.581282,0.494142,0.439835,0.516432,0.290124,0.230975,-0.136658,0.006078,-0.176313,-0.181877,-0.232863,-0.016376,-0.193515,-0.08744,-0.218196,0.168703,0.292626,0.335123,0.094945,0.575936,0.303913,0.340849,1.
1.661048,1.022851,0.523215,0.286136,1.684934,1.256483,0.83349,0.290528,1.713929,1.273143,1.150877,0.506388,1.375487,1.029468,0.581282,0.230039,1.769463,1.214967,0.828476,0.230975,1.42361,0.880036,0.839849,0.027868,1.534375,1.299255,0.769615,0.333806,1.264088,0.912777,0.292626,0.12508,0.691889,0.575936,-0.414844,-0.079004,3.
-1.940339,-2.298502,1.724709,2.773215,-1.928316,-2.282722,1.73363,2.613541,-1.700916,-2.138594,1.150877,2.613746,-1.859166,-2.034003,1.421222,2.448506,-1.554608,-2.146735,1.426646,2.647507,-1.54833,-2.222517,1.736462,2.439939,-1.705561,-2.25295,1.070593,2.440035,-1.478139,-2.151056,1.070868,2.43556,-1.695885,-2.141341,1.382048,2.440116,2.
1.220062,0.891745,0.523215,0.127386,1.537455,1.125401,0.773481,0.501711,1.268514,1.141922,0.549793,0.348336,1.301973,0.854412,0.341299,0.177218,1.695595,1.083992,0.649025,0.388575,1.720804,1.098526,0.660526,0.394922,1.46074,1.211546,0.649224,0.228494,1.486431,1.000315,0.651815,0.230101,1.512686,1.014206,0.902877,0.393331,3.
-1.205362,-1.337058,-1.519325,-1.301361,-1.190918,-1.321457,-1.506872,-0.923774,-1.181266,-1.30753,-1.493892,-0.705343,-0.903473,-1.246254,-1.278584,-0.932016,-0.889794,-1.229907,-1.025849,-0.767158,-1.176837,-1.610746,-0.534958,0.027868,-1.190116,-1.55128,-0.494492,0.123183,-1.181682,-1.669597,-0.186293,0.7027,-1.695885,-2.053687,0.064327,1.285519,5.
1.073066,0.673235,0.282916,0.127386,1.095016,0.863238,0.533444,-0.079042,1.416986,0.70452,0.30936,0.1376,1.375487,1.029468,0.581282,0.018756,1.104649,0.691066,0.290124,0.230975,0.754923,0.705245,0.062784,-0.181877,1.239836,1.123838,0.769615,0.333806,1.560545,1.131622,0.771544,0.492656,1.288832,0.926552,0.543498,0.340849,3.
-1.719846,-2.03629,0.883663,1.979466,-1.707096,-2.151641,1.493592,2.560745,-1.700916,-2.226075,1.511528,2.982534,-1.418077,-1.333781,0.101317,0.969528,-1.628476,-2.015759,0.649025,2.069641,-1.845523,-2.004027,1.497365,2.806993,-0.380132,-0.45492,-0.073123,0.017871,-0.885225,-1.231906,-0.066563,0.807721,-0.875088,-1.220973,0.723188,1.023111,2.
-0.249892,1.285064,1.063887,0.921135,-0.2323,1.125401,1.073527,0.924077,-0.216201,1.316883,1.391311,0.92786,0.125735,1.248287,1.841192,0.969528,0.144362,1.258626,1.845364,0.966441,0.160536,1.273318,1.198494,0.814413,-0.159228,0.992274,1.491962,0.755051,0.07826,1.21916,1.489922,0.965254,-0.128909,1.014206,1.202359,0.760703,1.
-0.396887,0.236215,0.162766,-0.190113,-0.674739,0.076748,-0.306686,-0.184633,-0.364672,0.267118,-0.051291,0.032233,-0.388869,0.679357,0.281304,0.124397,-0.963662,0.341798,0.290124,-0.084225,-0.656748,0.530453,0.839849,0.29005,-0.453767,1.036129,0.82981,0.491773,-0.440539,0.693931,0.831409,0.230101,-0.42738,0.882725,0.842981,0.498294,1.
-0.984869,-1.031144,-0.678279,-0.08428,-0.969698,-1.015599,-0.666742,-0.237429,-0.958558,-1.001348,-0.892808,-0.231187,-0.756443,-0.896143,-0.798618,0.018756,-0.963662,-1.011614,-0.786581,-0.189291,-1.251136,-1.261162,-0.774055,0.027868,-0.895577,-0.718047,-0.374101,0.017871,-1.181682,-1.013061,-0.365887,-0.137475,-1.621268,-1.483936,-1.013809,0.025959,5.
1.734545,1.19766,0.883663,0.391969,1.463715,0.994319,0.8935,0.02655,1.491221,1.010702,0.910444,0.242968,1.669547,0.985704,0.941256,0.230039,1.400122,1.214967,0.708842,0.441108,1.720804,1.22962,0.959397,0.447359,1.681645,1.255401,1.130788,0.28115,1.708774,1.262929,0.831409,0.492656,1.73654,1.277169,1.142463,0.498294,3.
1.367057,1.022851,0.282916,0.233219,1.389975,1.038013,0.593453,0.02655,1.120043,0.70452,0.609902,0.032233,1.228458,0.898176,0.521286,0.124397,1.252385,0.909358,0.529392,0.125908,1.275013,0.923734,0.540978,0.132741,1.31347,0.509876,0.348246,0.017871,1.041746,0.693931,0.651815,0.020058,1.36345,0.707417,0.363809,0.183404,3.
0.485085,0.804341,0.162766,-0.190113,0.800057,0.644768,0.173388,-0.184633,0.8231,0.66078,0.189143,-0.178503,1.081428,0.679357,0.281304,-0.245347,0.809176,0.516432,0.050856,-0.241825,0.829222,0.705245,0.301881,-0.234313,1.092566,0.860711,0.28805,0.017871,1.11586,0.693931,0.053167,-0.189986,0.766507,0.707417,0.303913,-0.183967,3.
-0.102897,-0.288209,-1.279026,-1.142611,-0.084821,-0.272803,-1.506872,-1.134957,-0.067729,-0.432726,-1.253459,-1.126814,-0.09481,-0.546032,-1.458571,-1.407402,-0.077243,-0.531371,-1.923103,-1.397557,-0.06236,-0.518297,-1.670668,-1.230603,-0.159228,-0.498775,-1.7586,-1.509145,-0.144082,-0.487833,-1.742778,-1.292715,-0.128909,-0.475913,-1.49298,-1.286082,7.
-1.205362,0.061407,0.162766,0.021553,-0.895959,0.251523,0.413425,0.02655,-0.884323,-0.082804,-0.291724,-0.178503,-1.197532,-0.020865,0.041321,0.124397,-1.406871,-0.356737,-0.487496,-0.451958,-1.176837,-0.343506,-1.192475,-0.444059,-1.337386,-0.498775,-0.614884,-0.403375,-1.32991,-0.662909,-0.844805,-0.610073,-1.322796,-0.344432,-0.354948,-0.183967,1.
1.073066,0.804341,0.703439,0.021553,1.095016,0.644768,-0.066649,0.02655,0.8231,0.66078,0.189143,0.032233,1.081428,0.679357,0.281304,-0.086885,1.104649,0.691066,0.050856,-0.084225,0.829222,0.355661,-0.176313,-0.234313,1.092566,0.685294,0.28805,-0.192752,0.745289,0.518855,0.053167,-0.189986,0.766507,0.707417,0.064327,0.025959,3.
-0.176394,-0.375613,-1.098802,-1.301361,-0.158561,-0.491273,-1.506872,-1.293344,-0.438908,-0.476466,-1.493892,-1.284866,-0.241839,-0.370976,-1.158593,-1.24894,-0.22498,-0.356737,-1.384751,-1.239957,-0.433852,-0.518297,-1.371797,-1.230603,-0.159228,-0.45492,-1.216839,-1.351178,-0.144082,-0.444064,-1.623048,-1.187693,-0.42738,-0.563568,-1.612773,-1.338564,7.
1.955038,1.066554,0.883663,0.603635,1.979894,1.256483,0.8935,0.39612,2.010872,1.273143,1.210986,0.40102,2.037121,1.379579,0.881261,0.599783,2.064936,1.214967,0.888293,0.598708,1.795102,1.404411,0.899623,0.604668,2.049819,1.606236,1.251179,0.807707,2.079345,1.613081,1.250463,0.597678,2.109629,1.40865,0.962773,0.603258,3.
0.117596,1.19766,1.724709,0.921135,0.136399,1.431258,1.433583,0.924077,0.154978,1.054442,1.150877,0.717124,0.05222,1.292051,1.661204,0.916707,0.070493,1.302284,1.366829,0.913908,0.086237,1.535505,1.676687,0.919286,-0.159228,1.255401,1.491962,0.965674,-0.144082,1.262929,1.489922,0.807721,-0.128909,1.277169,1.86122,0.970629,1.
-0.102897,-0.375613,-1.45925,-1.248444,-0.084821,-0.185416,-1.206825,-1.029365,-0.364672,-0.345245,-1.19335,-1.232182,0.125735,-0.195921,-1.098597,-1.30176,-0.151111,-0.182104,-1.324934,-1.292491,-0.136658,-0.343506,-1.072926,-1.28304,-0.232863,-0.191794,-1.156644,-1.245867,-0.218196,-0.356526,-1.14413,-1.240204,-0.203527,-0.344432,-1.133601,-1.2336,7.
1.440554,0.97915,0.883663,0.233219,1.463715,0.994319,0.8935,0.39612,1.194278,0.835741,0.67001,0.242968,1.081428,0.985704,0.701274,0.230039,1.400122,0.996675,0.94811,0.230975,1.720804,1.01113,0.7203,0.237614,1.387105,1.255401,0.82981,0.123183,1.11586,0.693931,0.532085,0.12508,1.139596,0.882725,0.842981,0.288368,3.
1.881541,1.503574,1.063887,0.709468,1.906154,1.518646,1.373574,0.712894,2.233579,1.535584,1.090769,0.506388,1.669547,1.248287,1.481217,0.599783,1.695595,1.258626,0.888293,0.808841,1.720804,1.098526,0.899623,0.394922,1.75528,0.992274,0.890006,0.386461,1.486431,0.825239,0.651815,0.020058,0.99036,0.400628,0.124223,-0.131486,3.
-0.470385,0.542129,0.282916,0.339052,-0.2323,0.732156,0.533444,0.501711,-0.438908,0.74826,1.090769,0.717124,-0.756443,0.679357,0.881261,0.388501,-0.742057,0.691066,0.888293,0.388575,-0.731046,0.530453,1.198494,0.394922,-0.674672,0.202896,0.649224,0.017871,-0.885225,0.387548,0.651815,0.230101,-0.875088,0.619763,0.663291,0.235886,1.
-0.396887,0.061407,-0.317831,0.021553,-0.37978,0.076748,-0.066649,0.02655,-0.067729,0.267118,0.189143,0.242968,-0.682928,-0.020865,-0.198662,-0.086885,-0.372716,0.167164,0.290124,0.125908,-0.06236,0.355661,0.301881,0.29005,0.429852,0.509876,0.28805,0.228494,0.152375,0.518855,0.292626,0.230101,0.468035,0.356801,0.603395,0.498294,1.
-0.176394,0.673235,0.643364,0.180303,-0.158561,0.338911,0.113379,-0.184633,-0.141965,0.223378,-0.351833,-0.178503,-0.462384,0.810648,0.881261,0.388501,-0.446584,0.385456,0.349941,-0.136758,-0.136658,0.399359,-0.116539,-0.129441,-0.085593,0.816857,0.709419,0.228494,-0.069968,0.256241,-0.066563,0.020058,-0.054291,0.488282,0.18412,0.025959,1.
-1.058367,-0.025997,0.282916,0.021553,-1.338398,-0.01064,0.05337,0.02655,-1.329737,-0.170284,-0.171507,-0.178503,-0.976988,-0.195921,-0.198662,-0.245347,-1.259135,-0.182104,-0.188412,-0.241825,-1.251136,-0.168714,0.062784,-0.234313,-0.969212,0.027478,-0.133319,0.017871,-1.255796,-0.093911,-0.365887,-0.189986,-1.472032,-0.432086,-0.534637,-0.393894,1.
1.734545,1.590978,1.784783,0.974051,1.758674,1.387565,1.493592,0.976873,1.491221,1.010702,0.910444,0.611756,1.081428,1.379579,0.941256,0.811066,1.400122,1.389601,1.247195,1.018975,0.829222,1.22962,0.959397,0.604668,1.092566,1.255401,1.371571,0.860363,1.11586,1.438005,1.370192,0.860232,0.542653,1.277169,1.142463,0.498294,3.
-1.719846,-2.167396,1.664634,3.249464,-1.928316,-2.239028,2.033676,3.24709,-1.923623,-2.226075,2.353046,3.245954,-0.976988,-1.815184,0.881261,1.97312,-1.997817,-2.234051,1.845364,3.33044,-1.99412,-2.135121,1.85601,3.121611,-0.453767,-0.893464,0.107463,0.386461,-1.626367,-2.019749,1.190598,2.645603,-1.845121,-2.141341,1.501841,3.174859,2.
-0.470385,-0.550421,-1.519325,-1.301361,-0.45352,-0.534967,-1.266835,-1.082161,-0.141965,-0.345245,-1.253459,-1.07413,-0.388869,-0.458504,-1.518567,-1.354581,-0.372716,-0.444054,-1.265117,-1.134891,-0.359554,-0.25611,-1.252249,-0.915985,-0.380132,-0.367211,-1.216839,-1.245867,-0.366425,-0.181449,-0.964535,-1.03016,-0.054291,-0.169124,-0.953912,-1.023674,7.
-1.646348,-2.167396,0.102692,1.503217,-1.854576,-2.282722,0.113379,1.927196,-1.849387,-2.269815,0.369468,2.086907,-1.859166,-2.165295,0.161312,1.392093,-1.628476,-2.146735,0.409758,1.596841,-1.622628,-2.135121,0.421429,1.758267,-1.705561,-2.165241,0.28805,1.439576,-1.700481,-2.151056,0.053167,1.28032,-1.919739,-2.053687,0.303913,1.652891,2.
-0.690878,-0.94374,-1.939848,-1.724694,-0.674739,-0.928212,-1.926937,-1.504527,-0.364672,-0.607687,-1.493892,-1.126814,-0.976988,-1.290018,-1.938536,-1.618684,-1.185267,-1.14259,-1.923103,-1.607691,-0.656748,-0.824183,-1.431571,-1.020858,-1.042846,-1.288154,-2.360556,-1.930391,-1.033453,-1.275675,-1.922372,-1.712802,-1.024324,-1.089492,-1.732566,-1.496009,5.
-2.013836,-2.429609,1.184036,2.349882,-1.707096,-2.239028,0.353416,1.610422,-1.478209,-1.657452,-1.013025,-0.547291,-1.638621,-2.034003,0.101317,0.969528,-1.406871,-2.015759,0.110673,1.124041,-1.622628,-1.872933,-0.355636,0.604668,-2.073735,-2.165241,0.950202,1.597543,-1.84871,-2.369901,0.951139,1.962961,-1.621268,-2.272822,0.423706,1.180556,2.
-0.470385,0.848043,0.823588,0.497802,-0.45352,0.863238,0.83349,0.237733,-0.438908,1.054442,0.850335,0.506388,-0.462384,0.898176,0.761269,0.494142,-0.742057,0.909358,0.768659,0.493642,-0.731046,0.748942,0.301881,-0.077004,-0.748307,0.685294,0.890006,0.386461,-0.440539,0.693931,0.891274,0.387634,-0.42738,0.707417,0.663291,0.183404,1.
-0.249892,1.285064,1.063887,0.709468,-0.2323,1.300177,1.373574,0.712894,-0.216201,1.316883,1.090769,0.717124,-0.168324,0.854412,0.881261,0.599783,-0.446584,1.083992,1.187378,0.598708,-0.433852,1.273318,0.899623,0.604668,-0.453767,0.816857,1.190984,0.597084,-0.440539,1.21916,1.190598,0.755211,-0.42738,1.014206,0.902877,0.760703,1.
-1.57285,-2.167396,1.724709,2.455715,-1.559617,-2.020559,1.433583,2.243971,-1.849387,-2.138594,1.150877,2.455694,-1.712136,-2.252823,1.661204,2.659789,-1.702344,-2.234051,1.366829,2.227241,-1.696927,-2.135121,1.377816,2.230194,-1.705561,-2.25295,1.491962,2.545347,-1.700481,-2.151056,1.849111,2.540581,-1.472032,-2.141341,1.501841,2.545079,2.
1.367057,1.022851,0.523215,0.127386,1.389975,1.038013,0.83349,0.132141,1.120043,0.879481,0.549793,0.1376,1.375487,0.854412,0.821265,0.230039,1.104649,0.8657,0.290124,0.020842,1.126416,0.880036,0.301881,0.027868,1.534375,1.123838,0.769615,0.333806,1.264088,1.131622,0.532085,0.335123,1.288832,0.926552,0.543498,0.130923,3.
0.999568,0.673235,0.643364,0.180303,1.316235,0.863238,0.353416,0.184937,1.045807,0.879481,0.67001,0.40102,1.449002,0.985704,0.341299,0.230039,1.178517,0.996675,0.649025,0.230975,1.497908,1.22962,0.361655,0.394922,1.387105,1.211546,0.950202,0.228494,1.412317,1.21916,0.951139,0.230101,1.73654,1.233342,0.962773,0.235886,3.
-0.396887,-0.463017,-1.279026,-1.513027,-0.37978,-0.447579,-1.266835,-1.134957,0.229214,0.267118,-0.291724,-0.336555,-0.388869,-0.370976,-1.218588,-1.24894,-0.372716,-0.356737,-1.444568,-1.239957,-0.06236,-0.343506,-1.192475,-1.020858,-0.453767,-0.498775,-1.337231,-1.298522,-0.144082,-0.356526,-1.084265,-1.292715,-0.42738,-0.344432,-1.313291,-1.286082,7.
1.367057,0.848043,0.823588,0.127386,1.389975,0.688462,0.293407,0.132141,1.120043,0.70452,0.30936,0.1376,1.081428,0.679357,0.581282,0.018756,1.104649,0.8657,0.290124,0.020842,1.42361,0.705245,0.062784,-0.181877,1.239836,0.729148,0.28805,-0.08744,0.967631,0.562624,0.053167,-0.084964,0.99036,0.751244,0.543498,-0.079004,3.
0.044099,1.285064,1.36426,0.709468,0.062659,1.300177,1.373574,0.712894,0.080742,1.535584,1.090769,0.92786,0.125735,1.248287,1.181239,0.811066,0.144362,1.083992,1.187378,0.808841,-0.136658,1.098526,1.198494,0.814413,-0.159228,0.597585,0.649224,0.228494,-0.144082,1.21916,0.891274,0.597678,-0.128909,1.014206,1.202359,0.760703,1.
0.338089,0.716937,0.763513,0.497802,0.062659,0.732156,0.773481,0.501711,-0.216201,0.573299,0.549793,0.506388,-0.462384,0.504301,0.641278,0.388501,-0.446584,0.341798,0.349941,0.388575,-0.731046,0.355661,0.361655,0.185177,-0.674672,0.816857,0.890006,0.386461,-0.885225,0.387548,0.651815,0.230101,-0.875088,0.225319,0.124223,0.235886,1.
-1.27886,-1.511866,-1.999923,-2.042193,-1.264658,-1.190375,-1.806918,-1.451731,-0.958558,-1.001348,-1.554001,-1.232182,-1.491592,-1.552601,-1.878541,-1.777146,-1.48074,-1.273565,-1.863286,-1.555157,-0.953942,-0.998975,-1.431571,-0.968422,-1.411021,-1.507425,-1.939186,-1.667113,-1.404024,-1.319444,-1.503318,-1.292715,-1.397414,-1.308627,-1.013809,-0.708784,5.
0.63208,0.367321,-0.137607,-0.137197,0.652577,0.382605,0.113379,0.02655,0.971571,0.61704,0.129035,0.032233,0.787369,0.635593,0.161312,-0.350989,0.809176,0.472773,0.17049,-0.189291,1.126416,0.661547,0.7203,0.027868,0.798026,0.509876,0.28805,-0.245408,0.819403,0.518855,0.292626,-0.084964,1.139596,0.707417,0.303913,0.130923,7.
-1.205362,-1.293356,-1.45925,-0.825112,-1.190918,-1.277763,-1.206825,-0.818182,-0.958558,-1.26379,-1.433784,-1.021446,-1.050503,-1.114962,-1.758549,-1.30176,-1.03753,-1.273565,-1.504385,-1.292491,-1.02824,-1.261162,-1.491346,-1.28304,-0.969212,-1.200445,-1.818795,-1.245867,-1.255796,-1.188137,-1.563183,-1.240204,-1.248178,-1.308627,-1.792462,-1.2336,5.
-0.470385,-0.594123,-1.879773,-1.354278,-0.45352,-0.753436,-1.866928,-1.34614,-0.141965,-0.257765,-1.433784,-0.968763,-0.462384,-0.546032,-1.758549,-1.30176,-0.668189,-0.706005,-1.923103,-1.292491,-0.656748,-0.867881,-1.909765,-1.28304,-0.380132,-0.761901,-2.119773,-1.351178,-0.366425,-0.750447,-1.922372,-1.345226,-0.352763,-0.914184,-1.912255,-1.338564,7.
-0.176394,-0.375613,-0.197682,-0.190113,0.431358,-0.01064,-0.186668,0.02655,0.748864,0.70452,0.30936,0.032233,-1.491592,-1.902712,0.761269,1.656196,-1.702344,-2.146735,1.366829,2.227241,-1.474031,-1.872933,1.078945,1.653394,-1.705561,-2.165241,1.190984,2.545347,-1.996938,-2.151056,1.190598,2.540581,-1.695885,-2.141341,1.202359,2.545079,2.
0.63208,0.192513,-0.377906,-0.348863,0.652577,0.207829,-0.126658,-0.34302,1.194278,0.835741,0.369468,0.032233,0.493309,0.066663,-0.558636,-0.562271,0.513703,0.472773,-0.308046,-0.346891,0.829222,0.836338,0.182332,-0.181877,0.503487,0.334459,-0.193515,-0.456031,0.522946,0.343779,-0.186293,-0.45254,0.542653,0.356801,-0.175259,-0.446376,4.
-0.102897,0.454725,-0.317831,-0.190113,0.505098,0.469993,0.713472,-0.184633,0.8231,0.66078,0.429577,0.032233,0.125735,-0.020865,-0.738623,-0.667912,0.513703,0.341798,-0.487496,-0.451958,0.532028,0.530453,0.301881,-0.077004,-0.159228,-0.367211,-0.855666,-0.613998,-0.144082,-0.356526,-0.186293,-0.189986,0.468035,0.006184,-0.175259,0.025959,4.
0.338089,0.017705,-0.618205,-0.507613,0.357618,0.033054,-0.126658,-0.34302,0.080742,-0.695167,0.129035,0.611756,0.493309,0.066663,-0.318653,-0.350989,0.21823,0.254481,-0.308046,-0.346891,0.234834,0.093474,-0.534958,-0.339186,0.503487,-0.016376,-0.735275,-0.666654,-0.069968,-0.181449,-1.203994,-1.03016,-0.054291,-0.344432,-1.433084,-1.023674,4.
0.117596,0.148811,-0.738354,-0.666362,0.505098,0.164136,-0.486714,-0.659795,0.526157,0.179637,-0.712483,-0.652659,0.125735,0.15419,-0.618631,-0.826374,0.439835,-0.00747,-0.60713,-0.819691,0.457729,0.180869,-0.594733,-0.811113,0.356217,-0.016376,-0.675079,-0.877277,0.07826,-0.006373,-0.90467,-0.662584,0.393417,0.006184,-0.894016,-0.866229,4.
-0.984869,-0.681527,-0.978653,-0.825112,-1.190918,-0.666048,-0.966788,-0.659795,-1.181266,-0.520206,-0.712483,-0.441923,-1.050503,-0.677323,-1.098597,-0.615092,-1.333003,-0.487713,-1.085666,-0.609558,-1.02824,-0.343506,-0.833829,-0.391622,-1.263751,-0.542629,-1.156644,-0.666654,-1.255796,-0.531602,-0.90467,-0.662584,-0.949706,-0.344432,-0.414844,-0.446376,1.
1.661048,1.19766,0.703439,0.444886,1.684934,1.212789,0.953509,0.448916,1.416986,1.010702,0.730119,0.453704,1.669547,1.029468,1.121243,0.282859,1.695595,1.258626,0.828476,0.493642,1.720804,1.054828,1.13872,0.29005,1.75528,1.036129,0.82981,0.228494,1.412317,1.044084,0.59195,0.020058,1.139596,0.707417,0.603395,-0.183967,3.
-1.719846,-2.167396,1.184036,2.561548,-2.002056,-2.151641,1.193546,2.560745,-1.700916,-2.138594,1.210986,2.561062,-1.859166,-2.165295,1.181239,2.659789,-1.850081,-2.015759,1.187378,2.805107,-1.845523,-2.135121,1.497365,2.806993,-1.85283,-2.296804,1.552157,2.75597,-1.626367,-2.282363,1.908976,2.960669,-2.068975,-2.272822,1.921116,2.755006,2.
-1.27886,-1.337058,-1.399176,-0.454696,-0.969698,-1.321457,-1.146816,-0.448612,-1.478209,-1.482491,-1.373676,-0.441923,-0.756443,-1.027434,-1.638558,-0.562271,-0.742057,-0.880639,-1.2053,-0.557024,-0.731046,-0.998975,-1.431571,-0.758677,-0.453767,-0.367211,-0.614884,-0.508686,-0.662882,-0.531602,-1.0244,-0.925139,-0.42738,-0.695049,-1.253394,-0.708784,5.
1.073066,1.022851,0.823588,0.127386,1.095016,1.038013,0.83349,0.132141,1.416986,0.879481,0.549793,0.1376,1.375487,1.029468,0.821265,0.230039,1.104649,1.040333,0.828476,0.230975,1.42361,1.054828,0.600752,0.237614,1.534375,1.299255,1.371571,0.491773,1.560545,1.131622,0.771544,0.335123,0.99036,0.751244,0.064327,-0.079004,4.
-0.984869,-1.511866,-0.918578,-0.666362,-1.264658,-1.758396,0.293407,0.924077,-1.700916,-2.357295,1.090769,2.66643,-0.756443,-1.290018,-1.038601,-0.562271,-0.742057,-1.535516,-0.547313,0.388575,-1.251136,-2.004027,0.660526,1.758267,-1.411021,-1.507425,-0.614884,0.228494,-1.626367,-2.019749,0.352491,1.700407,-1.994357,-2.360476,0.902877,2.440116,2.
1.367057,1.19766,0.823588,0.497802,1.758674,1.431258,1.133537,0.501711,2.085107,1.666805,1.451419,0.717124,1.890091,1.51087,1.061248,0.705425,2.212672,1.520577,1.366829,0.703775,1.943699,1.535505,1.377816,0.70954,1.976185,1.255401,1.491962,0.597084,2.005231,1.481774,1.849111,0.807721,2.035012,1.496304,0.902877,0.603258,3.
0.779075,0.498427,0.042617,-0.454696,-0.37978,-0.840824,0.293407,0.712894,-1.700916,-2.051114,1.391311,2.982534,1.081428,0.504301,-0.198662,-0.192527,0.144362,-0.00747,-0.367863,-0.189291,-1.02824,-1.392256,0.839849,1.338776,0.945296,0.553731,0.047268,-0.08744,0.967631,0.343779,-0.425752,-0.242497,0.691889,0.006184,-0.175259,-0.446376,2.
1.734545,1.022851,0.823588,0.233219,1.389975,1.212789,1.133537,0.237733,1.416986,1.229403,1.150877,0.717124,1.522517,1.292051,0.761269,0.494142,1.547858,1.302284,0.768659,0.493642,1.572207,1.142224,0.780074,0.342486,1.976185,1.255401,1.190984,0.386461,1.708774,1.087853,1.190598,0.387634,2.035012,1.277169,1.202359,0.393331,3.
-1.719846,-2.167396,1.184036,2.349882,-1.485877,-2.151641,0.8935,2.191175,-1.478209,-1.876153,0.369468,1.770803,-1.859166,-2.034003,0.881261,2.448506,-1.850081,-2.146735,0.888293,2.437374,-1.845523,-2.004027,1.198494,2.439939,-1.631926,-2.165241,1.251179,2.176756,-1.626367,-2.151056,0.951139,2.173005,-1.845121,-2.141341,0.962773,1.967781,2.
1.661048,1.241362,0.823588,0.497802,1.684934,1.038013,1.133537,0.290528,1.416986,0.879481,0.30936,0.1376,1.375487,1.029468,0.581282,0.018756,1.104649,0.691066,0.589209,-0.189291,0.754923,0.530453,0.062784,-0.181877,1.239836,0.904566,0.769615,0.123183,1.264088,0.912777,0.292626,0.12508,1.288832,0.926552,0.303913,-0.079004,4.
-0.764376,-0.025997,-0.197682,-0.190113,-0.45352,0.338911,0.05337,0.02655,-0.141965,0.354598,0.609902,0.242968,-0.976988,-0.195921,-0.198662,-0.086885,-0.742057,-0.00747,-0.188412,-0.084225,-0.433852,0.006078,0.062784,0.132741,-0.453767,0.027478,0.107463,0.017871,-0.736996,-0.444064,-0.365887,-0.40003,-0.42738,-0.08147,-0.354948,0.025959,1.
0.705578,0.498427,-0.197682,-0.190113,0.726317,0.338911,-0.366695,-0.395816,0.748864,0.354598,-0.171507,-0.389239,0.934398,0.548065,0.041321,-0.086885,0.661439,0.341798,-0.188412,-0.241825,0.680625,0.355661,-0.176313,-0.234313,0.724391,0.334459,0.107463,-0.403375,0.745289,0.518855,0.352491,-0.189986,1.064978,0.532109,-0.115362,-0.393894,4.
