X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,class
0.624046,0.007106,0.114709,-0.350674,0.887365,-1.512204,-0.987837,0.008659,1.747883,-0.776675,I
-0.22768,0.250492,0.207175,-0.481276,0.261718,0.231839,0.257927,-0.436828,-0.060642,0.200285,E
0.241386,0.109171,-0.127126,0.380626,0.17234,-0.141884,0.333428,0.56392,0.656532,-0.19082,A
-0.128929,-0.040001,0.057807,0.557894,0.261718,-1.096956,0.031425,-1.370884,-1.151994,-0.897238,X
-0.017834,-0.440412,0.267634,1.39515,0.261718,1.311485,0.031425,-1.094991,-1.526171,1.311828,A
-0.141273,-1.201976,0.612605,-0.518872,0.17234,-0.515608,-0.006326,0.14909,0.500624,-0.362376,D
0.229043,-0.181323,0.23207,-0.893459,0.261718,-0.557133,0.295677,0.536718,0.282354,-0.537043,F
-0.252367,-0.149918,0.313868,-0.243616,0.261718,0.771662,0.371178,-1.23352,-1.245538,0.603191,A
0.043885,0.69801,0.022242,0.912997,0.261718,0.397939,0.031425,0.981972,0.064084,0.46938,F
0.377169,0.109171,0.317424,-1.658297,-0.900198,-0.640182,0.673182,-1.254217,-0.216549,-0.794191,H
0.809204,-0.16562,0.025799,0.712127,0.887365,0.439463,-1.403091,-0.883771,0.718895,1.503553,I
-0.252367,-0.401156,0.466793,0.631147,0.261718,-0.889332,0.031425,1.334187,0.687713,-0.705562,E
0.019197,-0.087108,0.292529,0.240776,0.17234,1.311485,0.257927,-0.601587,-0.278912,1.157269,A
0.006853,0.077766,0.342319,-0.12859,0.261718,0.06574,0.408929,-0.034405,-0.154186,-0.05145,F
0.105604,-0.09496,0.324537,0.557118,0.17234,0.190314,0.597681,-0.143927,0.375899,-0.038166,A
0.15498,-0.385453,0.381439,0.314237,0.261718,-0.557133,-0.232828,0.885419,0.282354,-0.253386,F
-0.06721,-0.275537,0.253409,0.371526,-1.078955,0.397939,0.069175,0.049548,-0.403638,0.446679,A
0.438888,0.289748,0.14316,-0.282494,0.261718,-0.349509,0.786433,-0.407919,0.095265,-0.597187,A
0.241386,-0.322644,0.28186,0.274612,0.261718,-0.349509,0.597681,0.623972,0.064084,-0.506821,F
-0.091897,-0.29909,0.562816,1.131322,0.440474,1.43606,-1.138838,0.777489,1.093072,2.273791,Y
0.031541,-0.09496,-0.031104,0.803253,0.261718,-0.972381,0.55993,-3.107941,-3.428241,-1.036644,A
0.907954,-0.330495,0.132491,1.039033,0.887365,-0.681707,-1.28984,0.949548,0.937165,0.251603,I
0.229043,0.124874,0.182281,0.686496,0.261718,-0.10036,0.371178,0.771218,-0.216549,-0.174039,A
0.068573,0.533135,0.488131,0.255665,-0.632064,-1.013906,1.163937,0.324722,-3.646511,-1.322266,A
0.303106,0.022808,0.146717,-1.815842,0.261718,-0.141884,0.371178,-1.088894,-0.372457,-0.207529,A
0.080916,-0.244132,0.45968,0.426726,0.261718,0.397939,-0.044076,0.283677,0.18881,0.523604,A
0.019197,-0.118513,0.345875,-1.086511,0.261718,-0.917015,0.446679,0.016269,0.126447,-0.938033,F
0.130292,0.007106,0.239183,0.766194,0.261718,-0.183409,-0.081827,0.583879,-0.123005,0.003726,A
0.056229,0.054213,0.392108,-0.02896,0.261718,-0.681707,0.446679,0.744425,0.62535,-0.730251,H
0.266074,0.164129,0.118265,0.320234,0.261718,-0.474083,0.52218,-2.054461,-1.151994,-0.580526,A
0.056229,-0.016448,0.345875,-0.053786,0.17234,-0.764757,0.220177,0.472415,0.656532,-0.689432,A
-0.240024,-0.534626,0.075589,-0.617039,0.17234,1.809783,0.371178,-1.622585,-0.684271,1.585491,E
0.327793,-2.426761,-2.324983,-1.744082,0.440474,0.480988,0.144676,1.621807,0.937165,0.477493,A
0.698109,-0.306942,-0.03466,0.062642,0.976743,1.311485,-0.459331,-0.937319,0.500624,1.670552,I
0.068573,0.069915,-0.002652,-1.149827,-1.257711,0.937762,0.446679,0.592751,-0.996086,0.693569,F
0.043885,-0.079257,0.061363,0.565085,0.261718,0.896237,0.031425,-0.043802,-0.403638,0.932417,A
-0.264711,-0.275537,0.384996,1.343918,0.261718,1.43606,0.182426,-0.010039,0.157628,1.31759,A
0.377169,0.022808,0.139604,1.070691,0.976743,-1.30458,-1.365341,1.960684,2.215605,-0.342847,I
0.105604,-0.126364,0.388552,-0.425061,0.261718,-0.723232,0.597681,-0.451778,0.126447,-0.836999,F
-0.573307,0.376111,0.057807,0.047395,0.261718,0.314889,0.295677,-0.082536,0.594169,0.26261,G
-0.314087,-0.040001,0.303198,1.37665,0.17234,0.107265,0.333428,1.134694,1.654339,0.022508,X
0.019197,-0.605286,0.502357,0.181368,0.17234,1.519109,0.52218,-0.999855,-0.43482,1.166793,A
-0.042522,-0.173471,0.644613,0.089437,-0.989576,-0.10036,-0.836835,-0.019358,0.968347,0.620225,Y
-0.351118,0.022808,0.171611,1.15197,0.261718,-0.515608,0.106925,1.658483,2.465057,-0.400832,X
0.031541,-0.040001,0.175168,-0.107256,0.261718,2.681805,0.748682,-1.438682,-0.746634,2.026794,F
-0.22768,0.085618,0.239183,-0.523467,0.261718,-0.681707,0.182426,0.99199,0.469443,-0.616366,E
0.907954,1.467426,0.37077,-1.242027,0.708609,-1.38763,-1.138838,-0.05914,1.436069,-0.561407,I
0.031541,-0.09496,-0.031104,0.803253,0.261718,1.103861,1.239438,0.332255,0.064084,0.39518,A
-0.264711,-0.275537,0.107596,0.827362,0.261718,0.564038,0.182426,0.614012,0.40708,0.528799,A
0.117948,0.242641,0.082701,-0.424583,-0.900198,0.896237,-0.081827,-1.659183,-0.590727,0.999853,G
0.019197,-0.605286,0.502357,0.181368,0.17234,0.564038,0.144676,-0.31121,0.032902,0.556478,A
-0.141273,-0.024299,0.562816,-1.881367,0.082961,-1.429155,0.144676,0.889924,0.157628,-1.25172,C
-0.22768,-0.110662,0.196506,1.060099,0.261718,-0.474083,-0.157328,0.855792,1.903791,-0.218089,X
0.056229,0.124874,0.136047,0.14974,0.17234,0.854712,-0.157328,-0.722778,-0.341275,1.015296,A
0.019197,-0.016448,-3.210528,-0.310423,0.261718,0.480988,-0.270579,-0.171342,-0.029461,0.745092,A
0.105604,0.203385,-0.023991,0.995678,0.261718,-0.474083,-2.913108,1.090834,0.594169,-1.953979,A
0.229043,-0.369751,0.484575,0.250174,0.261718,-0.10036,0.597681,0.77514,0.219991,-0.292348,A
0.512951,-0.008597,-0.045329,-1.738144,-1.525845,0.190314,0.182426,1.073885,0.126447,0.190122,A
1.772024,0.014957,0.335206,-0.08619,-2.687761,0.605563,0.371178,-1.011136,-0.310094,0.458289,A
-0.153617,-0.354049,0.37077,-0.513262,0.261718,-0.307984,0.106925,-0.150023,-0.060642,-0.211133,F
0.068573,-0.016448,0.274747,-0.03633,0.261718,0.522513,-0.006326,-0.536157,0.313536,0.617404,H
-0.437525,-0.471816,0.463236,-0.545248,0.261718,3.969075,0.069175,-1.596258,-2.461615,3.70529,E
0.019197,-0.087108,0.384996,0.794958,0.261718,0.480988,0.220177,0.379201,0.095265,0.431442,A
-0.017834,-0.22843,0.37077,1.293671,0.17234,0.896237,0.182426,0.416867,1.373706,0.868284,X
0.167323,0.117022,0.047137,-0.174809,0.261718,-0.307984,0.484429,1.030453,0.251173,-0.408548,A
-3.054421,-0.354049,0.264078,-1.957305,-1.078955,-3.173198,-5.933141,-1.192476,-2.087438,-4.821991,A
-0.091897,-0.142067,0.324537,0.65821,0.17234,-0.557133,0.144676,1.022842,0.219991,-0.463953,F
0.031541,-0.09496,-0.031104,0.803253,0.261718,0.273364,0.031425,0.835153,0.18881,0.361775,A
0.47592,-0.283388,0.107596,0.080127,0.976743,-1.30458,-1.214339,0.513537,1.872609,-0.426739,I
-0.635027,-0.448263,0.299642,1.407861,0.17234,-0.474083,-2.082599,1.304326,1.779065,1.033921,Y
0.599358,0.752968,0.008017,-1.737905,-0.095795,-1.38763,-0.157328,-1.946124,-1.245538,-1.077439,F
0.204355,0.360409,0.139604,0.299019,-0.095795,-0.058835,0.106925,0.736872,0.500624,0.002375,A
0.019197,-0.424709,0.33165,0.137655,-0.006417,0.910078,0.144676,-0.525906,0.251173,0.870189,A
0.031541,0.36826,-0.027547,0.237135,0.17234,-0.847807,0.182426,0.170777,0.157628,-0.740618,A
-0.277055,-1.963541,0.616162,0.437826,0.17234,1.6021590000000001,0.106925,-0.576153,-0.466001,1.541141,D
0.179667,-0.330495,0.530808,-0.314183,0.082961,-0.557133,0.182426,0.37161,0.469443,-0.488244,A
-0.215336,0.10132,0.235627,-0.280585,0.261718,-0.557133,-0.119577,-0.06976,0.126447,-0.320582,E
-0.128929,0.211237,0.075589,0.526356,0.261718,0.937762,-0.270579,-0.055199,0.095265,1.162381,A
0.57467,-0.134216,0.160942,1.252465,0.976743,-1.055431,-1.214339,-0.246771,0.032902,-0.189048,I
-0.16596,-0.134216,0.256965,0.387041,0.261718,0.522513,0.144676,0.140916,-0.029461,0.515032,F
0.648733,0.242641,-0.045329,-0.444157,0.261718,1.145386,0.446679,-0.698703,-0.372457,0.897734,A
-0.32643,0.093469,-3.210528,0.668414,-0.095795,1.145386,-0.006326,0.839425,2.246787,1.200619,X
0.031541,0.36826,-0.027547,0.237135,0.17234,-0.224934,0.786433,0.439661,0.126447,-0.489691,A
0.080916,-0.118513,0.445454,-0.188027,0.261718,1.519109,0.371178,0.939297,0.313536,1.273469,A
1.130144,-0.087108,-0.002652,-0.479635,0.082961,0.14879,-3.10186,-1.68819,-1.120812,-1.524238,A
0.229043,-1.044953,0.349432,0.84243,0.261718,2.183507,0.748682,-0.009709,-0.060642,1.617425,A
0.031541,0.446772,0.072032,0.600056,0.261718,-0.183409,0.295677,0.486841,0.032902,-0.211145,F
0.266074,0.556689,-0.020434,0.176624,0.261718,-0.723232,0.408929,1.290561,0.62535,-0.747936,G
0.229043,-0.354049,0.182281,0.210878,0.261718,0.06574,0.710932,-0.595937,-0.746634,-0.19504,A
-0.363462,-0.008597,0.256965,-0.22634,0.261718,-1.096956,-0.38383,-1.349352,-2.025075,-0.685334,E
0.352481,-0.259834,0.463236,-1.127687,-1.078955,-0.349509,0.031425,-0.683287,-1.089631,-0.214617,F
0.352481,0.211237,0.306755,-0.946242,0.17234,-0.557133,-0.308329,0.723262,0.032902,-0.220066,A
0.019197,-0.173471,0.306755,-0.081535,0.17234,-0.474083,0.182426,0.108978,-0.216549,-0.40123,F
-0.635027,-0.448263,0.299642,1.407861,0.17234,-0.474083,-1.063338,1.089747,1.498432,0.334736,Y
0.364825,0.289748,0.235627,-0.32379,0.17234,-0.723232,-0.006326,-0.743922,-0.87136,-0.539213,A
-0.277055,-1.963541,0.616162,0.437826,0.17234,0.730137,0.257927,0.124044,-0.185368,0.632353,D
-0.00549,0.054213,0.32098,0.804804,0.17234,0.480988,0.069175,0.387201,1.498432,0.537587,X
0.4142,-0.16562,0.05425,-0.891996,0.976743,-1.013906,-1.705095,0.889885,1.529613,0.177115,I
-0.128929,0.289748,0.235627,1.057473,0.17234,0.024215,0.635431,0.847462,0.874802,-0.178958,E
0.401857,-0.267686,0.299642,-0.808002,0.261718,-1.055431,-0.006326,-0.073838,-0.060642,-0.845377,F
0.352481,0.211237,0.306755,-0.946242,0.17234,-0.224934,0.182426,0.445602,0.126447,-0.187095,A
-3.498799,-0.401156,0.352988,0.786513,-4.922215,0.979286,0.106925,-0.109931,-0.65309,0.949342,A
0.290762,0.156278,0.136047,1.401386,0.082961,0.605563,0.257927,1.46229,0.500624,0.516358,A
-0.030178,-0.346197,0.235627,-1.08105,0.17234,-0.764757,0.220177,-0.020697,1.280161,-0.651374,E
-0.153617,-0.087108,0.299642,0.689629,0.261718,0.06574,-0.006326,0.890817,0.40708,0.203214,F
-0.00549,-0.204876,0.32098,-0.694588,0.261718,0.14879,0.182426,-0.048248,-0.154186,0.151136,F
0.105604,-0.149918,0.438342,0.934659,0.261718,0.480988,0.52218,0.776577,0.40708,0.275846,A
-0.425181,-0.220579,0.306755,0.496637,0.261718,-0.681707,0.144676,0.967449,0.874802,-0.561093,E
-0.091897,0.43107,0.047137,-0.048505,0.261718,-0.141884,0.220177,0.574307,0.18881,-0.169157,G
-0.412837,-0.707352,0.356544,1.604166,-0.989576,0.605563,-0.081827,1.338828,0.968347,0.71235,E
0.117948,-0.16562,0.562816,0.567204,0.61923,0.024215,0.069175,-0.408695,0.095265,0.180345,Y
0.080916,0.10132,0.10404,0.14049,0.261718,-0.391033,0.635431,-0.229646,-0.621908,-0.549532,A
-0.054866,-0.330495,-3.210528,-0.267456,0.261718,0.397939,0.106925,0.507129,-0.278912,0.421388,F
0.809204,-0.09496,0.118265,0.987502,0.976743,-0.640182,-1.214339,-0.605664,0.594169,0.251905,I
0.09326,0.10132,0.313868,0.756586,0.351096,-0.141884,0.446679,0.467891,0.251173,-0.250722,A
0.698109,-0.306942,-0.03466,0.062642,0.976743,-1.678304,-1.176589,0.138256,1.934972,-0.829416,I
-0.00549,0.305451,0.018686,-0.04009,0.261718,0.06574,-0.081827,-0.419684,-0.840179,0.231773,A
0.192011,0.226939,0.118265,-0.472443,0.17234,-0.889332,0.371178,0.481851,-0.029461,-0.878336,F
0.377169,0.014957,0.381439,0.292753,0.261718,1.768258,1.050686,-1.591676,-2.243345,1.060443,H
0.290762,0.077766,0.118265,0.275805,0.261718,-0.183409,0.446679,0.253487,-0.060642,-0.287442,F
-0.252367,0.069915,0.246296,0.52355,0.261718,-1.180006,0.031425,1.47326,0.937165,-0.978683,E
-0.16596,0.007106,-2.172058,-0.165858,0.261718,-0.391033,0.446679,1.695605,0.812439,-0.471271,E
0.142636,0.203385,-0.006209,-0.834827,0.261718,1.477585,0.257927,-0.355147,-0.466001,1.305704,A
-0.030178,0.391814,0.217845,-0.07333,0.261718,0.605563,0.106925,-0.32515,-0.154186,0.621117,G
0.809204,-0.291239,0.036468,-0.399281,0.976743,-0.515608,-1.440842,-0.606247,1.061891,0.526364,I
0.019197,-0.283388,0.214288,0.857677,0.261718,0.771662,0.031425,-0.18435000000000001,0.001721,0.811962,A
-0.042522,0.187683,0.224957,0.290963,0.261718,-0.307984,0.220177,0.848394,0.594169,-0.273361,A
0.73514,-0.283388,0.089814,-1.848127,0.976743,-1.595254,-1.440842,-1.987478,-0.403638,-0.596487,I
0.204355,0.360409,0.139604,0.299019,-0.095795,-0.01731,0.597681,0.267796,0.126447,-0.221223,A
-0.042522,-0.3619,0.470349,-0.310721,0.261718,-0.183409,0.144676,-0.96417,-0.559546,-0.125686,F
0.488263,-0.49537,0.111153,0.334258,0.976743,-0.723232,-1.403091,-0.068168,1.186617,0.312855,I
0.426544,7.293004,0.19295,-1.533156,-0.989576,-0.847807,0.295677,0.307656,0.251173,-0.794372,A
0.192011,0.509582,0.079145,1.072093,0.261718,0.647088,0.597681,0.41479,0.219991,0.381027,A
0.056229,0.486028,0.10404,-0.053338000000000003,0.261718,-0.806282,0.069175,-0.308007,-0.185368,-0.648264,G
0.031541,0.140576,0.399221,-0.817372,0.261718,-0.972381,0.182426,1.394394,0.905984,-0.842279,H
-0.511588,-0.620989,0.491688,-2.053711,-0.006417,1.643684,0.182426,-0.395978,-0.684271,1.511823,D
-0.32643,-0.157769,0.424116,1.924954,0.17234,1.186911,1.088436,0.494626,0.999528,0.544278,X
-0.22768,0.085618,0.239183,-0.523467,0.261718,0.480988,0.371178,-0.10931,0.282354,0.346321,E
0.364825,-0.149918,0.107596,-1.108143,0.17234,0.231839,0.937434,1.089242,0.126447,-0.179801,A
-0.141273,-0.244132,0.249852,0.593729,0.261718,-0.224934,0.295677,0.681693,0.282354,-0.244694,F
-0.017834,-0.22843,0.37077,1.293671,0.17234,1.477585,0.408929,1.068274,2.090879,1.238002,X
0.192011,-0.369751,0.278304,-0.659618,0.261718,-0.01731,0.257927,-0.752989,-0.029461,-0.040975,F
0.130292,0.062064,0.505913,0.417148,-1.168333,-0.058835,0.257927,0.314781,0.469443,-0.073077,E
-0.042522,0.140576,0.089814,0.07231,0.261718,0.730137,-0.459331,-2.505986,-1.370264,1.132037,A
0.043885,0.030659,0.537921,-2.244735,0.261718,-1.844403,0.295677,-2.238131,-0.996086,-1.694348,E
0.068573,-0.181323,-3.210528,-0.294311,-1.168333,1.103861,0.786433,0.014192,-0.278912,0.653992,F
-0.116585,-0.189174,0.694403,0.974792,0.708609,-0.806282,-1.667344,0.616361,0.937165,0.394155,Y
-0.06721,-0.157769,-3.210528,-2.154594,-1.79398,-3.422347,-2.837607,-0.771666,-2.399252,-3.980338,C
0.710453,-0.102811,0.157386,1.199979,0.976743,-0.847807,-1.554093,0.962829,1.436069,0.274798,I
0.019197,0.289748,-0.116457,1.524856,-0.542686,1.311485,0.597681,1.10427,0.344717,0.944291,F
0.192011,-0.251983,0.33165,0.296423,0.261718,-0.307984,-0.157328,0.431875,0.375899,-0.070739,A
0.241386,0.23479,0.310311,-1.710992,0.261718,0.688613,1.201687,-1.465456,-1.120812,0.070342,H
0.266074,-0.16562,0.32098,0.483299,0.17234,-0.01731,0.106925,0.709788,-0.060642,0.051765,A
-3.498799,0.43107,0.466793,0.713201,-4.922215,-0.391033,0.484429,1.941676,-1.900349,-0.489727,A
-0.252367,-0.149918,0.313868,-0.243616,0.261718,1.43606,0.182426,-0.132317,0.032902,1.313347,A
-0.079554,0.250492,0.388552,-0.002584,0.082961,-1.055431,0.144676,1.113939,1.498432,-0.916647,E
0.698109,-0.306942,-0.03466,0.062642,0.976743,0.854712,-1.138838,-0.982556,0.656532,1.751454,I
-0.141273,-0.244132,0.249852,0.593729,0.261718,0.231839,0.106925,0.460028,0.064084,0.271349,F
-0.314087,-0.040001,0.303198,1.37665,0.17234,0.979286,0.371178,0.487112,1.373706,0.802848,X
-3.498799,0.054213,-2.083148,-2.448349,-4.922215,-0.141884,0.55993,-2.758406,-2.243345,-0.306416,A
-0.091897,-0.071406,0.537921,-1.178561,0.261718,1.062336,0.182426,1.796449,1.373706,1.00652,E
-3.498799,0.517433,0.374326,-2.368622,-4.922215,-0.10036,0.748682,-2.507598,-1.463808,-0.36656,F
0.031541,-0.040001,0.175168,-0.107256,0.261718,0.439463,0.484429,-0.363457,0.157628,0.250796,F
0.019197,0.619498,0.032912,-0.18385,0.261718,-1.013906,0.597681,-0.42514,-0.559546,-1.090338,G
0.105604,-0.251983,0.466793,0.287084,0.261718,0.273364,0.106925,-0.460379,-0.746634,0.315002,A
0.006853,0.164129,0.125378,0.58451,0.261718,1.26996,-0.119577,-0.530119,-0.310094,1.373815,A
-0.091897,-0.189174,0.345875,0.235912,0.261718,0.356414,0.52218,0.74225,0.62535,0.169242,A
0.09326,0.054213,0.374326,0.378926,0.261718,-0.349509,0.52218,0.844822,-0.060642,-0.484386,H
0.204355,-0.448263,0.349432,0.689659,0.261718,-0.01731,0.333428,0.300783,-0.310094,-0.07268,A
-0.314087,-0.024299,-1.681275,0.307284,0.261718,0.771662,0.106925,0.774519,0.781258,0.758859,E
0.340137,-0.29909,0.719297,-0.434818,0.17234,-0.432558,0.408929,-0.265332,0.001721,-0.478419,D
-0.079554,0.187683,-0.070224,0.211236,0.261718,0.522513,0.257927,-0.141733,-0.466001,0.465691,A
-3.498799,0.054213,-2.083148,-2.448349,-4.922215,-0.474083,1.050686,-2.143112,-1.71326,-0.823063,A
0.364825,-7.45e-4,-0.052442,1.293223,0.976743,0.771662,-1.32759,0.223859,0.656532,1.801978,I
0.080916,-0.063555,0.349432,0.968645,-1.347089,1.145386,0.371178,1.313762,0.687713,0.937359,F
0.661077,-0.204876,-3.075385,0.471036,1.066121,-0.847807,-1.516343,1.188494,1.903791,0.221248,I
0.056229,-0.291239,0.239183,0.767954,0.17234,1.062336,0.408929,0.078806,-0.185368,0.844475,A
0.327793,0.179832,0.157386,-0.508846,0.17234,1.851308,0.597681,-0.504063,0.375899,1.414261,A
-0.215336,-0.142067,0.096927,-0.184417,0.261718,-1.263055,0.408929,-0.54837,0.157628,-1.224318,E
0.019197,0.077766,0.349432,-0.356523,0.261718,0.107265,0.257927,0.375746,0.344717,0.077202,H
0.31545,-0.989994,0.157386,-2.450289,0.17234,1.851308,0.786433,-0.980848,-0.372457,1.359385,X
0.229043,-0.016448,0.317424,-0.526838,0.261718,-0.058835,0.673182,-0.451797,-0.341275,-0.29535,F
-0.22768,0.289748,-0.006209,0.395814,0.261718,-0.349509,0.484429,1.091689,0.40708,-0.44798,A
0.47592,-0.43256,0.114709,-0.87096,0.976743,-1.013906,-1.365341,0.458804,1.217798,-0.057322,I
-0.00549,0.760819,-0.095119,-0.016936,0.261718,-0.01731,-0.006326,-1.47365,-0.840179,0.077009,F
-0.116585,-0.079257,0.381439,1.540879,0.17234,0.688613,0.446679,1.34504,1.810246,0.53291,X
0.241386,-0.110662,0.324537,-0.772226,0.261718,0.14879,0.597681,-1.03789,-0.185368,-0.068858,F
0.105604,-0.126364,0.388552,-0.425061,0.261718,-0.515608,0.786433,-0.497385,0.064084,-0.744066,F
-0.054866,0.580242,0.032912,-0.016668,0.261718,1.145386,0.333428,-1.550379,-1.089631,0.978684,A
-0.042522,-2.395356,-3.210528,-1.128463,-0.721442,-1.470679,-2.913108,-2.859832,-2.866974,-2.05652,A
0.364825,-0.047852,-0.038216,0.327813,0.261718,0.356414,0.220177,0.309481,0.095265,0.330143,A
-0.375806,-0.291239,-3.210528,-0.835274,0.082961,-0.10036,-0.081827,-0.09135,-0.029461,0.074899,D
-0.017834,-0.354049,0.42056,-0.176032,0.261718,0.06574,0.182426,-0.298396,-0.091823,0.085677,F
-0.363462,-0.008597,0.256965,-0.22634,0.261718,1.020811,-0.157328,0.965993,0.656532,1.166636,E
-3.498799,0.43107,0.466793,0.713201,-4.922215,-0.266459,0.446679,0.958208,-2.087438,-0.351177,A
0.031541,0.007106,-0.315616,2.791392,-0.542686,3.221628,-0.685833,1.332848,-0.996086,3.668739,A
-3.498799,0.195534,0.221401,-0.256595,-4.922215,-0.474083,0.257927,0.611643,-2.33689,-0.440361,A
-0.338774,-0.197025,0.530808,1.146271,0.708609,-0.598658,-1.629594,0.697692,0.687713,0.567436,Y
0.15498,-0.385453,0.381439,0.314237,0.261718,-0.640182,0.106925,-0.580832,-0.715453,-0.5284,F
-0.017834,-0.055704,0.23207,0.604621,-0.989576,0.854712,0.597681,0.831328,0.500624,0.546472,A
-0.338774,-0.22843,0.584154,2.123586,0.261718,0.314889,-3.441614,1.00929,1.68552,-0.889583,X
-0.215336,0.776522,0.502357,-1.289141,-0.721442,1.311485,0.52218,0.036306,-0.185368,0.990041,A
0.019197,-0.118513,0.345875,-1.086511,0.261718,-0.141884,0.106925,-1.231443,-0.528364,-0.065157,F
-3.498799,0.391814,0.374326,-5.440122,0.261718,0.273364,0.597681,0.536777,0.562987,0.035418,A
0.105604,-0.149918,0.438342,0.934659,0.261718,0.314889,0.144676,0.839153,0.313536,0.31728,A
0.661077,-0.09496,0.01513,0.751961,0.976743,-0.930856,-0.534832,0.548659,1.24898,-0.450102,I
0.192011,0.509582,0.079145,1.072093,0.261718,1.020811,0.52218,0.456669,0.438262,0.722525,A
0.31545,0.540986,0.029355,-0.395163,0.261718,-0.806282,0.371178,0.386734,0.469443,-0.802063,G
0.130292,-0.212727,0.324537,0.386474,0.261718,-0.141884,0.333428,0.028792,-0.902542,-0.198029,F
0.080916,0.014957,0.064919,0.346104,0.17234,0.06574,0.182426,0.455465,0.126447,0.082361,A
0.117948,-0.220579,-3.210528,-1.623238,0.261718,1.643684,0.710932,-1.689355,-0.933723,1.170457,A
-0.091897,0.2976,0.079145,0.196496,0.261718,1.26996,0.446679,-0.751707,0.001721,0.998901,F
0.043885,0.069915,0.285416,0.372779,0.261718,-0.432558,0.144676,0.715166,0.531806,-0.313529,H
-0.030178,-0.346197,0.235627,-1.08105,0.17234,-0.349509,0.861934,-0.834708,0.40708,-0.643647,E
-0.314087,0.360409,0.395665,0.599727,-1.347089,-0.557133,0.257927,0.048343,-0.247731,-0.52805,D
0.241386,-0.157769,0.338762,-1.203923,0.261718,-0.474083,-0.006326,0.156021,-0.808997,-0.306248,A
0.130292,-0.157769,0.577041,-0.670986,0.17234,-0.889332,-0.119577,-0.20262,0.157628,-0.625805,C
-0.128929,-0.322644,0.288973,0.764881,0.261718,-0.474083,0.333428,0.680315,0.18881,-0.479793,F
0.019197,-0.087108,0.292529,0.240776,0.17234,0.14879,0.144676,0.16171,0.095265,0.181997,A
0.142636,-0.377602,0.328093,-0.039583,0.261718,0.231839,-0.195078,-0.180311,-0.403638,0.454949,F
0.907954,-0.330495,0.132491,1.039033,0.887365,-0.141884,-1.32759,1.132015,1.186617,0.83348,I
-0.314087,0.360409,0.395665,0.599727,-1.347089,0.107265,0.182426,0.425022,0.62535,0.126797,D
0.080916,-0.142067,0.171611,-0.470713,0.261718,0.14879,-0.006326,0.110997,-0.185368,0.258957,F
0.204355,-0.354049,0.32098,0.410166,-0.989576,0.439463,0.446679,0.065604,0.251173,0.263827,A
-0.22768,0.446772,0.534365,0.177429,0.17234,-0.764757,0.371178,0.882468,1.217798,-0.761136,E
0.15498,-0.3619,0.40989,-0.171945,0.261718,0.024215,-0.006326,-0.63537,-0.060642,0.147519,F
0.57467,-0.134216,0.160942,1.252465,0.976743,-0.640182,-1.25209,0.824144,0.843621,0.274821,I
0.377169,0.014957,0.381439,0.292753,0.261718,0.06574,0.446679,-0.392969,0.157628,-0.070462,H
0.043885,-0.079257,0.061363,0.565085,0.261718,0.480988,0.371178,0.188329,-0.091823,0.347429,A
-0.128929,0.572391,-0.031104,0.319399,0.261718,-0.307984,0.069175,0.677228,0.594169,-0.198113,G
4.96908,-0.385453,0.14316,-2.600732,0.976743,-1.38763,-0.799085,-0.75295,1.093072,-0.750431,I
-0.314087,-0.040001,0.303198,1.37665,0.17234,0.979286,0.55993,0.735416,1.654339,0.685962,X
0.73514,-0.283388,0.089814,-1.848127,0.976743,-1.346105,-1.554093,-1.597403,-0.029461,-0.267599,I
0.25373,-0.197025,0.260522,0.326888,0.261718,0.273364,0.295677,-0.277272,-0.310094,0.201237,F
0.587014,0.399665,0.064919,0.116828,-1.615223,1.228436,0.408929,-0.239024,-0.621908,0.997599,A
0.117948,0.266195,0.043581,-0.590035,0.17234,0.14879,0.295677,-0.091816,0.001721,0.097659,F
-0.104241,-0.079257,0.552147,1.388496,0.61923,-1.096956,-1.025587,1.558027,2.090879,-0.330732,Y
0.080916,-0.118513,0.445454,-0.188027,0.261718,0.190314,0.031425,1.241052,0.531806,0.299258,A
-0.277055,-1.963541,0.616162,0.437826,0.17234,0.522513,-0.006326,-0.21126,0.001721,0.620068,D
0.500607,-0.220579,-0.03466,0.497323,0.17234,-0.307984,0.710932,0.532253,0.313536,-0.531305,A
0.006853,0.376111,0.125378,-1.299376,-1.078955,0.688613,0.484429,0.159905,0.095265,0.477842,G
0.068573,-0.652394,0.395665,1.220985,0.261718,3.055529,0.106925,-0.928018,-1.058449,2.847712,A
0.15498,-0.448263,0.356544,-0.003837,0.261718,0.356414,0.031425,-0.19,-0.372457,0.429827,F
-0.240024,0.117022,0.235627,0.902912,0.17234,-0.930856,-0.044076,1.250274,0.718895,-0.660778,E
-3.498799,0.391814,0.374326,-5.440122,0.261718,-0.307984,0.408929,0.138645,0.219991,-0.37941,A
0.241386,0.23479,0.310311,-1.710992,0.261718,-1.180006,-0.044076,0.391434,0.937165,-0.930414,H
0.216699,0.2976,0.249852,-0.041313,0.261718,-0.515608,0.144676,1.9e-5,0.313536,-0.424545,A
-0.00549,-0.220579,-3.210528,1.071885,0.261718,0.896237,0.144676,1.371115,0.62535,0.851768,A
0.278418,-0.197025,0.239183,-0.73839,0.261718,0.190314,1.050686,-1.527411,-0.43482,-0.273518,F
